source,relative_path,doc_type,parser,parse_status,quality_status,ingest_status,pages_total,pages_parsed,ocr_pages,table_pages,empty_pages,chars_total,avg_chars_per_page,valid_char_ratio,garble_score,table_count,table_fact_count,table_review_count,artifact_dir,notes
山西老陈醋酿酒功能菌选育与有效成分分析_梁丽绒.pdf,papers/山西老陈醋酿酒功能菌选育与有效成分分析_梁丽绒.pdf,文献,paddleocr,ocr,pass,ingested,67,331,1,14,0,90546,273.55,0.8501,0.1506,14,250,4,parsed_docs/山西老陈醋酿酒功能菌选育与有效成分分析_梁丽绒__21894b0d,
山西老陈醋醋酸发酵过程中γ-氨基丁酸的变化规律及调控策略_邱惠蕊.pdf,papers/山西老陈醋醋酸发酵过程中γ-氨基丁酸的变化规律及调控策略_邱惠蕊.pdf,文献,pdfplumber,ok,pass,ingested,54,187,0,6,2,68080,364.06,0.9677,0.0324,6,129,0,parsed_docs/山西老陈醋醋酸发酵过程中_-氨基丁酸的变化规律及调控策略_邱惠蕊__aac0603e,
山西老陈醋醋酸发酵阶段乳酸菌和醋酸菌相互作用研究_牟俊.pdf,papers/山西老陈醋醋酸发酵阶段乳酸菌和醋酸菌相互作用研究_牟俊.pdf,文献,paddleocr,ocr,pass,ingested,67,259,39,7,1,99430,383.9,0.9323,0.0677,7,186,2,parsed_docs/山西老陈醋醋酸发酵阶段乳酸菌和醋酸菌相互作用研究_牟俊__c0b90f8d,
山西老陈醋醋醅中微生物多样性分析及高粱单宁对真菌生长的影响_刘聪.pdf,papers/山西老陈醋醋醅中微生物多样性分析及高粱单宁对真菌生长的影响_刘聪.pdf,文献,paddleocr,ocr,pass,ingested,57,122,2,6,2,70711,579.6,0.9754,0.0412,6,61,2,parsed_docs/山西老陈醋醋醅中微生物多样性分析及高粱单宁对真菌生长的影响_刘聪__c5fb6b66,
山西老陈醋醋醅中醋酸菌的分离、ERIC分型及发酵特性研究_王超敏.pdf,papers/山西老陈醋醋醅中醋酸菌的分离、ERIC分型及发酵特性研究_王超敏.pdf,文献,pdfplumber,ok,pass,ingested,6,6,0,0,0,13611,2268.5,0.9793,0.0207,0,0,0,parsed_docs/山西老陈醋醋醅中醋酸菌的分离_ERIC分型及发酵特性研究_王超敏__6a611112,
山西老陈醋醋龄拉曼光谱快速检测方法的研究_史晓亚.pdf,papers/山西老陈醋醋龄拉曼光谱快速检测方法的研究_史晓亚.pdf,文献,paddleocr,ocr,pass,ingested,60,87,1,2,2,50884,584.87,0.9829,0.0172,2,27,0,parsed_docs/山西老陈醋醋龄拉曼光谱快速检测方法的研究_史晓亚__7ab27e65,
山西老陈醋陈酿过程中挥发性香气物质和功能物质的变化规律_孙晓琪.pdf,papers/山西老陈醋陈酿过程中挥发性香气物质和功能物质的变化规律_孙晓琪.pdf,文献,pdfplumber,ok,pass,ingested,7,8,0,1,0,15442,1930.25,0.9826,0.0174,1,0,0,parsed_docs/山西老陈醋陈酿过程中挥发性香气物质和功能物质的变化规律_孙晓琪__aebf186c,
山西老陈醋陈酿风味组分解析及代谢机制研究_张紫晴.pdf,papers/山西老陈醋陈酿风味组分解析及代谢机制研究_张紫晴.pdf,文献,pdfplumber,ok,pass,ingested,96,251,0,10,0,122090,486.41,0.9628,0.0373,10,145,2,parsed_docs/山西老陈醋陈酿风味组分解析及代谢机制研究_张紫晴__474da524,
山西老陈醋风味物质组成特征及风味轮分析_郑宇.pdf,papers/山西老陈醋风味物质组成特征及风味轮分析_郑宇.pdf,文献,pdfplumber,ok,pass,ingested,11,98,0,5,0,38665,394.54,0.9313,0.0687,7,80,1,parsed_docs/山西老陈醋风味物质组成特征及风味轮分析_郑宇__2c075cc0,
山西陈醋发酵过程微生物群落动态分析及差异菌属筛选_范三红.pdf,papers/山西陈醋发酵过程微生物群落动态分析及差异菌属筛选_范三红.pdf,文献,pdfplumber,ok,pass,ingested,9,10,0,1,0,25200,2520.0,0.9795,0.0205,1,0,1,parsed_docs/山西陈醋发酵过程微生物群落动态分析及差异菌属筛选_范三红__bd0a1a22,
岐山高粱醋陈化期香气成分研究_解华东.pdf,papers/岐山高粱醋陈化期香气成分研究_解华东.pdf,文献,pdfplumber,ok,pass,ingested,5,13,0,1,0,12866,989.69,0.9608,0.0392,1,7,0,parsed_docs/岐山高粱醋陈化期香气成分研究_解华东__2ff2a62d,
巴氏醋杆菌2416和植物乳植杆菌L7在山西老陈醋醋酸发酵阶段的强化应用_陈杰.pdf,papers/巴氏醋杆菌2416和植物乳植杆菌L7在山西老陈醋醋酸发酵阶段的强化应用_陈杰.pdf,文献,pdfplumber,ok,pass,ingested,7,8,0,1,0,16865,2108.12,0.9803,0.0199,1,0,0,parsed_docs/巴氏醋杆菌2416和植物乳植杆菌L7在山西老陈醋醋酸发酵阶段的强化应用_陈杰__d412045d,
应用于食品安全的表面增强拉曼的机理研究_杜俊梅.pdf,papers/应用于食品安全的表面增强拉曼的机理研究_杜俊梅.pdf,文献,paddleocr,ocr,pass,ingested,65,197,30,7,1,85552,434.27,0.9155,0.085,7,126,4,parsed_docs/应用于食品安全的表面增强拉曼的机理研究_杜俊梅__90016e72,
微波-超声联动系统对食醋陈化的风味影响_唐建华.pdf,papers/微波-超声联动系统对食醋陈化的风味影响_唐建华.pdf,文献,pdfplumber,ok,pass,ingested,8,10,0,2,0,13263,1326.3,0.9926,0.0074,2,0,0,parsed_docs/微波-超声联动系统对食醋陈化的风味影响_唐建华__af53364c,
快速检测在食品安全监管中应用的研究_王海军.pdf,papers/快速检测在食品安全监管中应用的研究_王海军.pdf,文献,pdfplumber,ok,pass,ingested,4,4,0,0,0,7871,1967.75,0.9768,0.0232,0,0,0,parsed_docs/快速检测在食品安全监管中应用的研究_王海军__26f85ecd,
恒顺香醋固态发酵过程中有机酸的变化分析_张丽娟.pdf,papers/恒顺香醋固态发酵过程中有机酸的变化分析_张丽娟.pdf,文献,pdfplumber,ok,pass,ingested,4,4,0,0,0,7379,1844.75,0.9579,0.0421,0,0,0,parsed_docs/恒顺香醋固态发酵过程中有机酸的变化分析_张丽娟__52374157,
恒顺香醋醋酸发酵过程中风味物质的变化分析_张丽娟.pdf,papers/恒顺香醋醋酸发酵过程中风味物质的变化分析_张丽娟.pdf,文献,paddleocr,ocr,pass,ingested,43,45,2,3,1,47287,1050.82,0.9786,0.0216,3,0,2,parsed_docs/恒顺香醋醋酸发酵过程中风味物质的变化分析_张丽娟__c5551bf1,
我国食醋生产技术的历史、现状与发展趋势(下)_赵良启.pdf,papers/我国食醋生产技术的历史、现状与发展趋势(下)_赵良启.pdf,文献,paddleocr,ocr,pass,ingested,3,3,2,0,0,4363,1454.33,0.9872,0.0128,0,0,0,parsed_docs/我国食醋生产技术的历史_现状与发展趋势_下__赵良启__257515fa,
拉曼光谱的数学解析及其在定量分析中的应用_李津蓉.pdf,papers/拉曼光谱的数学解析及其在定量分析中的应用_李津蓉.pdf,文献,paddleocr,ocr,pass,ingested,133,133,13,0,0,61927,465.62,0.9959,0.0041,0,0,0,parsed_docs/拉曼光谱的数学解析及其在定量分析中的应用_李津蓉__9072ec16,
拐枣果醋的发酵工艺研究及其饮料的开发_司武阳.pdf,papers/拐枣果醋的发酵工艺研究及其饮料的开发_司武阳.pdf,文献,pdfplumber,ok,pass,ingested,4,60,0,2,0,14683,244.72,0.9407,0.0593,2,54,0,parsed_docs/拐枣果醋的发酵工艺研究及其饮料的开发_司武阳__2306da49,
指纹图谱技术在食醋检测中的应用_武振宇 (1).pdf,papers/指纹图谱技术在食醋检测中的应用_武振宇 (1).pdf,文献,pdfplumber,ok,pass,ingested,2,2,0,0,0,3685,1842.5,0.9894,0.0106,0,0,0,parsed_docs/指纹图谱技术在食醋检测中的应用_武振宇_1__1ad6e2be,
指纹图谱技术在食醋检测中的应用_武振宇.pdf,papers/指纹图谱技术在食醋检测中的应用_武振宇.pdf,文献,pdfplumber,ok,pass,ingested,2,2,0,0,0,3685,1842.5,0.9894,0.0106,0,0,0,parsed_docs/指纹图谱技术在食醋检测中的应用_武振宇__4133956d,
排序检验法在食醋感官评价中的应用_魏永义.pdf,papers/排序检验法在食醋感官评价中的应用_魏永义.pdf,文献,pdfplumber,ok,pass,ingested,2,8,0,1,0,4494,561.75,0.9784,0.0216,1,5,0,parsed_docs/排序检验法在食醋感官评价中的应用_魏永义__d9c52b2e,
提高液态深层发酵食醋风味的实用技术_李大锦.pdf,papers/提高液态深层发酵食醋风味的实用技术_李大锦.pdf,文献,paddleocr,ocr,pass,ingested,6,6,5,0,0,12962,2160.33,0.961,0.0407,0,0,0,parsed_docs/提高液态深层发酵食醋风味的实用技术_李大锦__dc8b3398,
提高食醋电子鼻识别率方法的研究_成剑峰.pdf,papers/提高食醋电子鼻识别率方法的研究_成剑峰.pdf,文献,pdfplumber,ok,pass,ingested,6,73,0,4,0,25572,350.3,0.9417,0.0583,4,63,1,parsed_docs/提高食醋电子鼻识别率方法的研究_成剑峰__22a17ba5,
无花果果醋加工工艺的研究_寇天舒.pdf,papers/无花果果醋加工工艺的研究_寇天舒.pdf,文献,paddleocr,ocr,pass,ingested,46,78,3,6,0,52222,669.51,0.9651,0.035,14,18,9,parsed_docs/无花果果醋加工工艺的研究_寇天舒__0839726f,
木醋液和牛粪配施对盐碱土化学性质和微生物群落结构的影响_唐晓倩.pdf,papers/木醋液和牛粪配施对盐碱土化学性质和微生物群落结构的影响_唐晓倩.pdf,文献,paddleocr,ocr,pass,ingested,68,489,20,18,3,129042,263.89,0.8906,0.1096,18,406,6,parsed_docs/木醋液和牛粪配施对盐碱土化学性质和微生物群落结构的影响_唐晓倩__6eccfc12,
杂环化合物在镇江香醋陈酿过程中的变化_孙宗保.pdf,papers/杂环化合物在镇江香醋陈酿过程中的变化_孙宗保.pdf,文献,pdfplumber,ok,pass,ingested,7,7,0,0,0,15020,2145.71,0.9732,0.0269,0,0,0,parsed_docs/杂环化合物在镇江香醋陈酿过程中的变化_孙宗保__3e36f8fd,
杂粮醋功能特性比较研究_冯歆轶.pdf,papers/杂粮醋功能特性比较研究_冯歆轶.pdf,文献,paddleocr,ocr,pass,ingested,74,78,3,3,0,83259,1067.42,0.9769,0.0231,4,0,3,parsed_docs/杂粮醋功能特性比较研究_冯歆轶__abd56f72,
杂粮醋的抗氧化特性研究_仇菊.pdf,papers/杂粮醋的抗氧化特性研究_仇菊.pdf,文献,pdfplumber,ok,pass,ingested,5,5,0,0,0,9659,1931.8,0.9727,0.0282,0,0,0,parsed_docs/杂粮醋的抗氧化特性研究_仇菊__2d935da9,
杏皮渣醋固态发酵工艺的研究_吴越.pdf,papers/杏皮渣醋固态发酵工艺的研究_吴越.pdf,文献,paddleocr,ocr,pass,ingested,96,96,3,0,0,36592,381.17,0.9935,0.0065,0,0,0,parsed_docs/杏皮渣醋固态发酵工艺的研究_吴越__9df2216c,
杜仲百合醋的研制_麻成金.pdf,papers/杜仲百合醋的研制_麻成金.pdf,文献,pdfplumber,ok,pass,ingested,4,5,0,1,0,6047,1209.4,0.9259,0.0741,1,0,0,parsed_docs/杜仲百合醋的研制_麻成金__0769151e,
杨梅果醋体外抗氧化活性的研究_谢思芸.pdf,papers/杨梅果醋体外抗氧化活性的研究_谢思芸.pdf,文献,pdfplumber,ok,pass,ingested,4,4,0,0,0,8750,2187.5,0.9947,0.0053,0,0,0,parsed_docs/杨梅果醋体外抗氧化活性的研究_谢思芸__b56d7ca6,
果醋中主要风味物质的研究进展_张霁红.pdf,papers/果醋中主要风味物质的研究进展_张霁红.pdf,文献,pdfplumber,ok,pass,ingested,5,40,0,1,0,12896,322.4,0.9422,0.0578,1,34,0,parsed_docs/果醋中主要风味物质的研究进展_张霁红__53764c62,
果醋开发及果醋工艺研究_董玉新.pdf,papers/果醋开发及果醋工艺研究_董玉新.pdf,文献,paddleocr,ocr,pass,ingested,3,3,1,0,0,4764,1588.0,0.9721,0.0294,0,0,0,parsed_docs/果醋开发及果醋工艺研究_董玉新__c952c342,
果醋的研究现状及发展前景_蒋丽.pdf,papers/果醋的研究现状及发展前景_蒋丽.pdf,文献,pdfplumber,ok,pass,ingested,4,4,0,0,0,7772,1943.0,0.9982,0.0018,0,0,0,parsed_docs/果醋的研究现状及发展前景_蒋丽__dec7a957,
果醋酿造用优良菌种的选育及果醋饮料的研制_侯爱香.pdf,papers/果醋酿造用优良菌种的选育及果醋饮料的研制_侯爱香.pdf,文献,paddleocr,ocr,pass,ingested,90,90,8,0,0,60533,672.59,0.8586,0.1414,0,0,0,parsed_docs/果醋酿造用优良菌种的选育及果醋饮料的研制_侯爱香__78bc7d69,
果醋风味改良研究进展_邱晓曼.pdf,papers/果醋风味改良研究进展_邱晓曼.pdf,文献,pdfplumber,ok,pass,ingested,5,5,0,0,0,14063,2812.6,0.9755,0.0245,0,0,0,parsed_docs/果醋风味改良研究进展_邱晓曼__ab0e2adb,
枣醋固态发酵理化指标的动态分析_赵松.pdf,papers/枣醋固态发酵理化指标的动态分析_赵松.pdf,文献,pdfplumber,ok,pass,ingested,3,3,0,0,0,4703,1567.67,0.9985,0.0015,0,0,0,parsed_docs/枣醋固态发酵理化指标的动态分析_赵松__19b5ebbd,
枣醋固态发酵过程中微生物变化规律研究_赵松.pdf,papers/枣醋固态发酵过程中微生物变化规律研究_赵松.pdf,文献,pdfplumber,ok,pass,ingested,4,4,0,0,0,6487,1621.75,0.9823,0.0177,0,0,0,parsed_docs/枣醋固态发酵过程中微生物变化规律研究_赵松__7015b1fc,
枣醋固态发酵过程菌群与代谢物的相关性研究及核心菌群分析_樊迎.pdf,papers/枣醋固态发酵过程菌群与代谢物的相关性研究及核心菌群分析_樊迎.pdf,文献,pdfplumber,ok,pass,ingested,201,898,0,27,0,366726,408.38,0.9579,0.0422,44,653,10,parsed_docs/枣醋固态发酵过程菌群与代谢物的相关性研究及核心菌群分析_樊迎__20f1c94f,
柿果醋醋酸发酵工艺参数优化研究_刘月梅.pdf,papers/柿果醋醋酸发酵工艺参数优化研究_刘月梅.pdf,文献,pdfplumber,ok,pass,ingested,4,6,0,2,0,10198,1699.67,0.9613,0.04,2,0,1,parsed_docs/柿果醋醋酸发酵工艺参数优化研究_刘月梅__d1d5563b,
核变换在电子鼻检测食品中的应用研究_薛俊莉.pdf,papers/核变换在电子鼻检测食品中的应用研究_薛俊莉.pdf,文献,pdfplumber,ok,pass,ingested,62,81,0,5,0,48061,593.35,0.9778,0.0223,5,14,2,parsed_docs/核变换在电子鼻检测食品中的应用研究_薛俊莉__34eb3213,
桑果醋发酵工艺研究_姚云游.pdf,papers/桑果醋发酵工艺研究_姚云游.pdf,文献,paddleocr,ocr,pass,ingested,4,4,3,0,0,7311,1827.75,0.9603,0.042,0,0,0,parsed_docs/桑果醋发酵工艺研究_姚云游__63230839,
桑椹果醋风味物质的GC_MS分析_王储炎.pdf,papers/桑椹果醋风味物质的GC_MS分析_王储炎.pdf,文献,pdfplumber,ok,pass,ingested,4,8,0,3,0,12860,1607.5,0.9845,0.0155,4,0,1,parsed_docs/桑椹果醋风味物质的GC_MS分析_王储炎__556d89a3,
桑葚果渣固态发酵醋有机酸及风味特征分析_吴震 (1).pdf,papers/桑葚果渣固态发酵醋有机酸及风味特征分析_吴震 (1).pdf,文献,pdfplumber,ok,pass,ingested,6,7,0,1,0,15240,2177.14,0.9943,0.0058,1,0,0,parsed_docs/桑葚果渣固态发酵醋有机酸及风味特征分析_吴震_1__ef2bbdac,
桑葚果渣固态发酵醋有机酸及风味特征分析_吴震.pdf,papers/桑葚果渣固态发酵醋有机酸及风味特征分析_吴震.pdf,文献,pdfplumber,ok,pass,ingested,6,7,0,1,0,15240,2177.14,0.9943,0.0058,1,0,0,parsed_docs/桑葚果渣固态发酵醋有机酸及风味特征分析_吴震__b75d530f,
桤叶唐棣果醋发酵工艺优化及有机酸和挥发性成分分析_于杰.pdf,papers/桤叶唐棣果醋发酵工艺优化及有机酸和挥发性成分分析_于杰.pdf,文献,pdfplumber,ok,pass,ingested,5,70,0,1,0,18570,265.29,0.9604,0.0396,1,64,0,parsed_docs/桤叶唐棣果醋发酵工艺优化及有机酸和挥发性成分分析_于杰__7363735b,
植物乳杆菌与解淀粉芽孢杆菌对食醋风味的影响_邝格灵.pdf,papers/植物乳杆菌与解淀粉芽孢杆菌对食醋风味的影响_邝格灵.pdf,文献,pdfplumber,ok,pass,ingested,5,6,0,1,0,11346,1891.0,0.9833,0.0191,1,0,1,parsed_docs/植物乳杆菌与解淀粉芽孢杆菌对食醋风味的影响_邝格灵__d82999a5,
橙醋生产工艺及其风味物质研究_孙茜妍.pdf,papers/橙醋生产工艺及其风味物质研究_孙茜妍.pdf,文献,pdfplumber,ok,pass,ingested,63,118,0,6,1,72258,612.36,0.9828,0.0173,6,50,3,parsed_docs/橙醋生产工艺及其风味物质研究_孙茜妍__09815e86,
水塔老陈醋大曲酵母的分离鉴定及产乙醇和乙酸乙酯特性_董凯锋.pdf,papers/水塔老陈醋大曲酵母的分离鉴定及产乙醇和乙酸乙酯特性_董凯锋.pdf,文献,pdfplumber,ok,pass,ingested,4,5,0,1,0,11789,2357.8,0.9786,0.0217,1,0,1,parsed_docs/水塔老陈醋大曲酵母的分离鉴定及产乙醇和乙酸乙酯特性_董凯锋__5b8eaee9,
永春老醋不同生产阶段细菌和真菌多样性动态变化特征分析_王俊奇.pdf,papers/永春老醋不同生产阶段细菌和真菌多样性动态变化特征分析_王俊奇.pdf,文献,pdfplumber,ok,pass,ingested,7,7,0,0,0,17500,2500.0,0.9973,0.0027,0,0,0,parsed_docs/永春老醋不同生产阶段细菌和真菌多样性动态变化特征分析_王俊奇__44cb0765,
永春老醋发酵过程中有机酸和生物胺变化分析及其细菌菌群结构分析_邓朝霞.pdf,papers/永春老醋发酵过程中有机酸和生物胺变化分析及其细菌菌群结构分析_邓朝霞.pdf,文献,paddleocr,ocr,pass,ingested,99,96,4,0,3,39842,415.02,0.9963,0.0037,0,0,0,parsed_docs/永春老醋发酵过程中有机酸和生物胺变化分析及其细菌菌群结构分析_邓朝霞__bebdec08,
永春老醋菌群结构及风味物质分析_蒋雅君.pdf,papers/永春老醋菌群结构及风味物质分析_蒋雅君.pdf,文献,pdfplumber,ok,pass,ingested,75,113,0,14,0,86096,761.91,0.9351,0.0651,14,24,9,parsed_docs/永春老醋菌群结构及风味物质分析_蒋雅君__47cda695,
永春老醋醋豆加工工艺及功能性成分的研究_李艳杰.pdf,papers/永春老醋醋豆加工工艺及功能性成分的研究_李艳杰.pdf,文献,paddleocr,ocr,pass,ingested,100,441,50,18,2,128475,291.33,0.9035,0.0966,18,325,6,parsed_docs/永春老醋醋豆加工工艺及功能性成分的研究_李艳杰__e25a708a,
沙棘果醋的研制及其成分分析_李秋.pdf,papers/沙棘果醋的研制及其成分分析_李秋.pdf,文献,paddleocr,ocr,pass,ingested,61,106,2,13,0,68821,649.25,0.9604,0.0396,16,29,10,parsed_docs/沙棘果醋的研制及其成分分析_李秋__74f75f62,
洋河浓香型白酒酒醅中产酸细菌与有机酸合成的相关性研究_刘凡.pdf,papers/洋河浓香型白酒酒醅中产酸细菌与有机酸合成的相关性研究_刘凡.pdf,文献,pdfplumber,ok,pass,ingested,8,50,0,1,0,23161,463.22,0.9864,0.0136,1,41,0,parsed_docs/洋河浓香型白酒酒醅中产酸细菌与有机酸合成的相关性研究_刘凡__183f2649,
浙江玫瑰醋发酵过程中细菌菌群结构变化与有机酸形成相关性分析_方冠宇.pdf,papers/浙江玫瑰醋发酵过程中细菌菌群结构变化与有机酸形成相关性分析_方冠宇.pdf,文献,pdfplumber,ok,pass,ingested,8,67,0,1,0,32475,484.7,0.97,0.03,1,58,0,parsed_docs/浙江玫瑰醋发酵过程中细菌菌群结构变化与有机酸形成相关性分析_方冠宇__8edec772,
浙江玫瑰醋多菌种发酵工艺及特征风味物质研究_张林祥.pdf,papers/浙江玫瑰醋多菌种发酵工艺及特征风味物质研究_张林祥.pdf,文献,pdfplumber,ok,pass,ingested,72,242,0,13,0,103480,427.6,0.953,0.0472,15,155,7,parsed_docs/浙江玫瑰醋多菌种发酵工艺及特征风味物质研究_张林祥__32be3e12,
